code,description,type
56605,BIOPSY OF VULVA/PERINEUM,3
56606,BIOPSY OF VULVA/PERINEUM,3
56620,PARTIAL REMOVAL OF VULVA,3
56625,COMPLETE REMOVAL OF VULVA,3
56630,EXTENSIVE VULVA SURGERY,3
56631,EXTENSIVE VULVA SURGERY,3
56632,EXTENSIVE VULVA SURGERY,3
56633,EXTENSIVE VULVA SURGERY,3
56634,EXTENSIVE VULVA SURGERY,3
56637,EXTENSIVE VULVA SURGERY,3
56640,EXTENSIVE VULVA SURGERY,3
56700,PARTIAL REMOVAL OF HYMEN,3
56740,REMOVE VAGINA GLAND LESION,3
56800,REPAIR OF VAGINA,3
56805,REPAIR CLITORIS,3
56810,REPAIR OF PERINEUM,3
56820,EXAM OF VULVA W/SCOPE,3
56821,EXAM/BIOPSY OF VULVA W/SCOPE,3
57000,EXPLORATION OF VAGINA,3
57010,DRAINAGE OF PELVIC ABSCESS,3
57020,DRAINAGE OF PELVIC FLUID,3
57022,I & D VAGINAL HEMATOMA PP,3
57023,I & D VAG HEMATOMA NON-OB,3
57061,DESTROY VAG LESIONS SIMPLE,3
57065,DESTROY VAG LESIONS COMPLEX,3
57100,BIOPSY OF VAGINA,3
57105,BIOPSY OF VAGINA,3
57106,REMOVE VAGINA WALL PARTIAL,3
57107,REMOVE VAGINA TISSUE PART,3
57109,VAGINECTOMY PARTIAL W/NODES,3
57110,REMOVE VAGINA WALL COMPLETE,3
57111,REMOVE VAGINA TISSUE COMPL,3
57112,VAGINECTOMY W/NODES COMPL,3
57120,CLOSURE OF VAGINA,3
57130,REMOVE VAGINA LESION,3
57135,REMOVE VAGINA LESION,3
57150,TREAT VAGINA INFECTION,3
57155,INSERT UTERI TANDEM/OVOIDS,3
57156,INS VAG BRACHYTX DEVICE,3
57160,INSERT PESSARY/OTHER DEVICE,3
57170,FITTING OF DIAPHRAGM/CAP,3
57180,TREAT VAGINAL BLEEDING,3
57200,REPAIR OF VAGINA,3
57210,REPAIR VAGINA/PERINEUM,3
57220,REVISION OF URETHRA,3
57230,REPAIR OF URETHRAL LESION,3
57240,ANTERIOR COLPORRHAPHY,3
57250,REPAIR RECTUM & VAGINA,3
57260,CMBN ANT PST COLPRHY,3
57265,CMBN AP COLPRHY W/NTRCL RPR,3
57267,INSERT MESH/PELVIC FLR ADDON,3
57268,REPAIR OF BOWEL BULGE,3
57270,REPAIR OF BOWEL POUCH,3
57280,SUSPENSION OF VAGINA,3
57282,COLPOPEXY EXTRAPERITONEAL,3
57283,COLPOPEXY INTRAPERITONEAL,3
57284,REPAIR PARAVAG DEFECT OPEN,3
57285,REPAIR PARAVAG DEFECT VAG,3
57287,REVISE/REMOVE SLING REPAIR,3
57288,REPAIR BLADDER DEFECT,3
57289,REPAIR BLADDER & VAGINA,3
57291,CONSTRUCTION OF VAGINA,3
57292,CONSTRUCT VAGINA WITH GRAFT,3
57295,REVISE VAG GRAFT VIA VAGINA,3
57296,REVISE VAG GRAFT OPEN ABD,3
57300,REPAIR RECTUM-VAGINA FISTULA,3
57305,REPAIR RECTUM-VAGINA FISTULA,3
57307,FISTULA REPAIR & COLOSTOMY,3
57308,FISTULA REPAIR TRANSPERINE,3
57310,REPAIR URETHROVAGINAL LESION,3
57311,REPAIR URETHROVAGINAL LESION,3
57320,REPAIR BLADDER-VAGINA LESION,3
57330,REPAIR BLADDER-VAGINA LESION,3
57335,REPAIR VAGINA,3
57400,DILATION OF VAGINA,3
57410,PELVIC EXAMINATION,3
57415,REMOVE VAGINAL FOREIGN BODY,3
57420,EXAM OF VAGINA W/SCOPE,3
57421,EXAM/BIOPSY OF VAG W/SCOPE,3
57423,REPAIR PARAVAG DEFECT LAP,3
57425,LAPAROSCOPY SURG COLPOPEXY,3
57426,REVISE PROSTH VAG GRAFT LAP,3
57452,EXAM OF CERVIX W/SCOPE,3
57454,BX/CURETT OF CERVIX W/SCOPE,3
57455,BIOPSY OF CERVIX W/SCOPE,3
57456,ENDOCERV CURETTAGE W/SCOPE,3
57460,BX OF CERVIX W/SCOPE LEEP,3
57461,CONZ OF CERVIX W/SCOPE LEEP,3
57500,BIOPSY OF CERVIX,3
57505,ENDOCERVICAL CURETTAGE,3
57510,CAUTERIZATION OF CERVIX,3
57511,CRYOCAUTERY OF CERVIX,3
57513,LASER SURGERY OF CERVIX,3
57520,CONIZATION OF CERVIX,3
57522,CONIZATION OF CERVIX,3
57530,REMOVAL OF CERVIX,3
57531,REMOVAL OF CERVIX RADICAL,3
57540,REMOVAL OF RESIDUAL CERVIX,3
57545,REMOVE CERVIX/REPAIR PELVIS,3
57550,REMOVAL OF RESIDUAL CERVIX,3
57555,REMOVE CERVIX/REPAIR VAGINA,3
57556,REMOVE CERVIX REPAIR BOWEL,3
57558,D&C OF CERVICAL STUMP,3
57700,REVISION OF CERVIX,3
57720,REVISION OF CERVIX,3
57800,DILATION OF CERVICAL CANAL,3
58100,BIOPSY OF UTERUS LINING,3
58110,BX DONE W/COLPOSCOPY ADD-ON,3
58120,DILATION AND CURETTAGE,3
58140,MYOMECTOMY ABDOM METHOD,3
58145,MYOMECTOMY VAG METHOD,3
58146,MYOMECTOMY ABDOM COMPLEX,3
58150,TOTAL HYSTERECTOMY,3
58152,TOTAL HYSTERECTOMY,3
58180,PARTIAL HYSTERECTOMY,3
58200,EXTENSIVE HYSTERECTOMY,3
58210,EXTENSIVE HYSTERECTOMY,3
58240,REMOVAL OF PELVIS CONTENTS,3
58260,VAGINAL HYSTERECTOMY,3
58262,VAG HYST INCLUDING T/O,3
58263,VAG HYST W/T/O & VAG REPAIR,3
58267,VAG HYST W/URINARY REPAIR,3
58270,VAG HYST W/ENTEROCELE REPAIR,3
58275,HYSTERECTOMY/REVISE VAGINA,3
58280,HYSTERECTOMY/REVISE VAGINA,3
58285,EXTENSIVE HYSTERECTOMY,3
58290,VAG HYST COMPLEX,3
58291,VAG HYST INCL T/O COMPLEX,3
58292,VAG HYST T/O & REPAIR COMPL,3
58293,VAG HYST W/URO REPAIR COMPL,3
58294,VAG HYST W/ENTEROCELE COMPL,3
58300,INSERT INTRAUTERINE DEVICE,3
58301,REMOVE INTRAUTERINE DEVICE,3
58321,ARTIFICIAL INSEMINATION,3
58322,ARTIFICIAL INSEMINATION,3
58323,SPERM WASHING,3
58340,CATHETER FOR HYSTEROGRAPHY,3
58345,REOPEN FALLOPIAN TUBE,3
58346,INSERT HEYMAN UTERI CAPSULE,3
58350,REOPEN FALLOPIAN TUBE,3
58353,ENDOMETR ABLATE THERMAL,3
58356,ENDOMETRIAL CRYOABLATION,3
58400,SUSPENSION OF UTERUS,3
58410,SUSPENSION OF UTERUS,3
58520,REPAIR OF RUPTURED UTERUS,3
58540,REVISION OF UTERUS,3
58541,LSH UTERUS 250 G OR LESS,3
58542,LSH W/T/O UT 250 G OR LESS,3
58543,LSH UTERUS ABOVE 250 G,3
58544,LSH W/T/O UTERUS ABOVE 250 G,3
58545,LAPAROSCOPIC MYOMECTOMY,3
58546,LAPARO-MYOMECTOMY COMPLEX,3
58548,LAP RADICAL HYST,3
58550,LAPARO-ASST VAG HYSTERECTOMY,3
58552,LAPARO-VAG HYST INCL T/O,3
58553,LAPARO-VAG HYST COMPLEX,3
58554,LAPARO-VAG HYST W/T/O COMPL,3
58555,HYSTEROSCOPY DX SEP PROC,3
58558,HYSTEROSCOPY BIOPSY,3
58559,HYSTEROSCOPY LYSIS,3
58560,HYSTEROSCOPY RESECT SEPTUM,3
58561,HYSTEROSCOPY REMOVE MYOMA,3
58562,HYSTEROSCOPY REMOVE FB,3
58563,HYSTEROSCOPY ABLATION,3
58565,HYSTEROSCOPY STERILIZATION,3
58570,TLH UTERUS 250 G OR LESS,3
58571,TLH W/T/O 250 G OR LESS,3
58572,TLH UTERUS OVER 250 G,3
58573,TLH W/T/O UTERUS OVER 250 G,3
58575,LAPS TOT HYST RESJ MAL,3
58578,LAPARO PROC UTERUS,3
58579,HYSTEROSCOPE PROCEDURE,3
58600,DIVISION OF FALLOPIAN TUBE,3
58605,DIVISION OF FALLOPIAN TUBE,3
58611,LIGATE OVIDUCT(S) ADD-ON,3
58615,OCCLUDE FALLOPIAN TUBE(S),3
58660,LAPAROSCOPY LYSIS,3
58661,LAPAROSCOPY REMOVE ADNEXA,3
58662,LAPAROSCOPY EXCISE LESIONS,3
58670,LAPAROSCOPY TUBAL CAUTERY,3
58671,LAPAROSCOPY TUBAL BLOCK,3
58672,LAPAROSCOPY FIMBRIOPLASTY,3
58673,LAPAROSCOPY SALPINGOSTOMY,3
58674,LAPS ABLTJ UTERINE FIBROIDS,3
58679,LAPARO PROC OVIDUCT-OVARY,3
58700,REMOVAL OF FALLOPIAN TUBE,3
58720,REMOVAL OF OVARY/TUBE(S),3
58740,ADHESIOLYSIS TUBE OVARY,3
58750,REPAIR OVIDUCT,3
58752,REVISE OVARIAN TUBE(S),3
58760,FIMBRIOPLASTY,3
58770,CREATE NEW TUBAL OPENING,3
58800,DRAINAGE OF OVARIAN CYST(S),3
58805,DRAINAGE OF OVARIAN CYST(S),3
58820,DRAIN OVARY ABSCESS OPEN,3
58822,DRAIN OVARY ABSCESS PERCUT,3
58825,TRANSPOSITION OVARY(S),3
58900,BIOPSY OF OVARY(S),3
58920,PARTIAL REMOVAL OF OVARY(S),3
58925,REMOVAL OF OVARIAN CYST(S),3
58940,REMOVAL OF OVARY(S),3
58943,REMOVAL OF OVARY(S),3
58950,RESECT OVARIAN MALIGNANCY,3
58951,RESECT OVARIAN MALIGNANCY,3
58952,RESECT OVARIAN MALIGNANCY,3
58953,TAH RAD DISSECT FOR DEBULK,3
58954,TAH RAD DEBULK/LYMPH REMOVE,3
58956,BSO OMENTECTOMY W/TAH,3
58957,RESECT RECURRENT GYN MAL,3
58958,RESECT RECUR GYN MAL W/LYM,3
58960,EXPLORATION OF ABDOMEN,3
58970,RETRIEVAL OF OOCYTE,3
58974,TRANSFER OF EMBRYO,3
58976,TRANSFER OF EMBRYO,3
58999,GENITAL SURGERY PROCEDURE,3
59000,AMNIOCENTESIS DIAGNOSTIC,3
59001,AMNIOCENTESIS THERAPEUTIC,3
59012,FETAL CORD PUNCTURE PRENATAL,3
59015,CHORION BIOPSY,3
59020,FETAL CONTRACT STRESS TEST,3
59025,FETAL NON-STRESS TEST,3
59030,FETAL SCALP BLOOD SAMPLE,3
59050,FETAL MONITOR W/REPORT,3
59051,FETAL MONITOR/INTERPRET ONLY,3
59070,TRANSABDOM AMNIOINFUS W/US,3
59072,UMBILICAL CORD OCCLUD W/US,3
59074,FETAL FLUID DRAINAGE W/US,3
59076,FETAL SHUNT PLACEMENT W/US,3
59100,REMOVE UTERUS LESION,3
59120,TREAT ECTOPIC PREGNANCY,3
59121,TREAT ECTOPIC PREGNANCY,3
59130,TREAT ECTOPIC PREGNANCY,3
59135,TREAT ECTOPIC PREGNANCY,3
59136,TREAT ECTOPIC PREGNANCY,3
59140,TREAT ECTOPIC PREGNANCY,3
59150,TREAT ECTOPIC PREGNANCY,3
59151,TREAT ECTOPIC PREGNANCY,3
59160,D & C AFTER DELIVERY,3
59200,INSERT CERVICAL DILATOR,3
59300,EPISIOTOMY OR VAGINAL REPAIR,3
59320,REVISION OF CERVIX,3
59325,REVISION OF CERVIX,3
59350,REPAIR OF UTERUS,3
59400,OBSTETRICAL CARE,3
59409,OBSTETRICAL CARE,3
59410,OBSTETRICAL CARE,3
59412,ANTEPARTUM MANIPULATION,3
59414,DELIVER PLACENTA,3
59425,ANTEPARTUM CARE ONLY,3
59426,ANTEPARTUM CARE ONLY,3
59430,CARE AFTER DELIVERY,3
59510,CESAREAN DELIVERY,3
59514,CESAREAN DELIVERY ONLY,3
59515,CESAREAN DELIVERY,3
59525,REMOVE UTERUS AFTER CESAREAN,3
59610,VBAC DELIVERY,3
59612,VBAC DELIVERY ONLY,3
59614,VBAC CARE AFTER DELIVERY,3
59618,ATTEMPTED VBAC DELIVERY,3
59620,ATTEMPTED VBAC DELIVERY ONLY,3
59622,ATTEMPTED VBAC AFTER CARE,3
59812,TREATMENT OF MISCARRIAGE,3
59820,CARE OF MISCARRIAGE,3
59821,TREATMENT OF MISCARRIAGE,3
59830,TREAT UTERUS INFECTION,3
59840,ABORTION,3
59841,ABORTION,3
59850,ABORTION,3
59851,ABORTION,3
59852,ABORTION,3
59855,ABORTION,3
59856,ABORTION,3
59857,ABORTION,3
59866,ABORTION (MPR),3
59870,EVACUATE MOLE OF UTERUS,3
59871,REMOVE CERCLAGE SUTURE,3
59897,FETAL INVAS PX W/US,3
59898,LAPARO PROC OB CARE/DELIVER,3
59899,MATERNITY CARE PROCEDURE,3
60000,DRAIN THYROID/TONGUE CYST,3
6005F,CARE LEVEL RATIONALE DOC,3
60100,BIOPSY OF THYROID,3
6010F,DYSPHAG TEST DONE B/4 EATING,3
6015F,DYSPHAG TEST DONE B/4 EATING,3
60200,REMOVE THYROID LESION,3
6020F,NPO (NOTHING-MOUTH) ORDERED,3
60210,PARTIAL THYROID EXCISION,3
60212,PARTIAL THYROID EXCISION,3
60220,PARTIAL REMOVAL OF THYROID,3
60225,PARTIAL REMOVAL OF THYROID,3
60240,REMOVAL OF THYROID,3
60252,REMOVAL OF THYROID,3
60254,EXTENSIVE THYROID SURGERY,3
60260,REPEAT THYROID SURGERY,3
60270,REMOVAL OF THYROID,3
60271,REMOVAL OF THYROID,3
60280,REMOVE THYROID DUCT LESION,3
60281,REMOVE THYROID DUCT LESION,3
60300,ASPIR/INJ THYROID CYST,3
6030F,MAX STERILE BARRIERS FLWD,3
6040F,APPRO RAD DS DVCS TECHS DOCD,3
6045F,RADXPS IN END RPRT4FLURO PXD,3
60500,EXPLORE PARATHYROID GLANDS,3
60502,RE-EXPLORE PARATHYROIDS,3
60505,EXPLORE PARATHYROID GLANDS,3
60512,AUTOTRANSPLANT PARATHYROID,3
60520,REMOVAL OF THYMUS GLAND,3
60521,REMOVAL OF THYMUS GLAND,3
60522,REMOVAL OF THYMUS GLAND,3
60540,EXPLORE ADRENAL GLAND,3
60545,EXPLORE ADRENAL GLAND,3
60600,REMOVE CAROTID BODY LESION,3
60605,REMOVE CAROTID BODY LESION,3
60650,LAPAROSCOPY ADRENALECTOMY,3
60659,LAPARO PROC ENDOCRINE,3
60699,ENDOCRINE SURGERY PROCEDURE,3
6070F,PT ASKED/CNSLD AED EFFECTS,3
6080F,PT/CAREGIVER QUERIED FALLS,3
6090F,PT/CAREGIVER COUNSEL SAFETY,3
61000,REMOVE CRANIAL CAVITY FLUID,3
61001,REMOVE CRANIAL CAVITY FLUID,3
6100F,VERIFY PT SITE PXD DOCD,3
6101F,SAFETY COUNSELING DEMENTIA,3
61020,REMOVE BRAIN CAVITY FLUID,3
61026,INJECTION INTO BRAIN CANAL,3
6102F,SAFETY COUNSELING DEM ORDER,3
61050,REMOVE BRAIN CANAL FLUID,3
61055,INJECTION INTO BRAIN CANAL,3
61070,BRAIN CANAL SHUNT PROCEDURE,3
61105,TWIST DRILL HOLE,3
61107,DRILL SKULL FOR IMPLANTATION,3
61108,DRILL SKULL FOR DRAINAGE,3
6110F,COUNSEL PROV DRIVING RISKS,3
61120,BURR HOLE FOR PUNCTURE,3
61140,PIERCE SKULL FOR BIOPSY,3
61150,PIERCE SKULL FOR DRAINAGE,3
61151,PIERCE SKULL FOR DRAINAGE,3
61154,PIERCE SKULL & REMOVE CLOT,3
61156,PIERCE SKULL FOR DRAINAGE,3
61210,PIERCE SKULL IMPLANT DEVICE,3
61215,INSERT BRAIN-FLUID DEVICE,3
61250,PIERCE SKULL & EXPLORE,3
61253,PIERCE SKULL & EXPLORE,3
61304,OPEN SKULL FOR EXPLORATION,3
61305,OPEN SKULL FOR EXPLORATION,3
61312,OPEN SKULL FOR DRAINAGE,3
61313,OPEN SKULL FOR DRAINAGE,3
61314,OPEN SKULL FOR DRAINAGE,3
61315,OPEN SKULL FOR DRAINAGE,3
61316,IMPLT CRAN BONE FLAP TO ABDO,3
61320,OPEN SKULL FOR DRAINAGE,3
61321,OPEN SKULL FOR DRAINAGE,3
61322,DECOMPRESSIVE CRANIOTOMY,3
61323,DECOMPRESSIVE LOBECTOMY,3
61330,DECOMPRESS EYE SOCKET,3
61332,EXPLORE/BIOPSY EYE SOCKET,3
61333,EXPLORE ORBIT/REMOVE LESION,3
61340,SUBTEMPORAL DECOMPRESSION,3
61343,INCISE SKULL (PRESS RELIEF),3
61345,RELIEVE CRANIAL PRESSURE,3
61450,INCISE SKULL FOR SURGERY,3
61458,INCISE SKULL FOR BRAIN WOUND,3
61460,INCISE SKULL FOR SURGERY,3
61480,INCISE SKULL FOR SURGERY,3
61500,REMOVAL OF SKULL LESION,3
61501,REMOVE INFECTED SKULL BONE,3
6150F,PT NOTRCVNG1ST ANTITNF TXMNT,3
61510,REMOVAL OF BRAIN LESION,3
61512,REMOVE BRAIN LINING LESION,3
61514,REMOVAL OF BRAIN ABSCESS,3
61516,REMOVAL OF BRAIN LESION,3
61517,IMPLT BRAIN CHEMOTX ADD-ON,3
61518,REMOVAL OF BRAIN LESION,3
61519,REMOVE BRAIN LINING LESION,3
61520,REMOVAL OF BRAIN LESION,3
61521,REMOVAL OF BRAIN LESION,3
61522,REMOVAL OF BRAIN ABSCESS,3
61524,REMOVAL OF BRAIN LESION,3
61526,REMOVAL OF BRAIN LESION,3
61530,REMOVAL OF BRAIN LESION,3
61531,IMPLANT BRAIN ELECTRODES,3
61533,IMPLANT BRAIN ELECTRODES,3
61534,REMOVAL OF BRAIN LESION,3
61535,REMOVE BRAIN ELECTRODES,3
61536,REMOVAL OF BRAIN LESION,3
61537,REMOVAL OF BRAIN TISSUE,3
61538,REMOVAL OF BRAIN TISSUE,3
61539,REMOVAL OF BRAIN TISSUE,3
61540,REMOVAL OF BRAIN TISSUE,3
61541,INCISION OF BRAIN TISSUE,3
61543,REMOVAL OF BRAIN TISSUE,3
61544,REMOVE & TREAT BRAIN LESION,3
61545,EXCISION OF BRAIN TUMOR,3
61546,REMOVAL OF PITUITARY GLAND,3
61548,REMOVAL OF PITUITARY GLAND,3
61550,RELEASE OF SKULL SEAMS,3
61552,RELEASE OF SKULL SEAMS,3
61556,INCISE SKULL/SUTURES,3
61557,INCISE SKULL/SUTURES,3
61558,EXCISION OF SKULL/SUTURES,3
61559,EXCISION OF SKULL/SUTURES,3
61563,EXCISION OF SKULL TUMOR,3
61564,EXCISION OF SKULL TUMOR,3
61566,REMOVAL OF BRAIN TISSUE,3
61567,INCISION OF BRAIN TISSUE,3
61570,REMOVE FOREIGN BODY BRAIN,3
61571,INCISE SKULL FOR BRAIN WOUND,3
61575,SKULL BASE/BRAINSTEM SURGERY,3
61576,SKULL BASE/BRAINSTEM SURGERY,3
61580,CRANIOFACIAL APPROACH SKULL,3
61581,CRANIOFACIAL APPROACH SKULL,3
61582,CRANIOFACIAL APPROACH SKULL,3
61583,CRANIOFACIAL APPROACH SKULL,3
61584,ORBITOCRANIAL APPROACH/SKULL,3
61585,ORBITOCRANIAL APPROACH/SKULL,3
61586,RESECT NASOPHARYNX SKULL,3
61590,INFRATEMPORAL APPROACH/SKULL,3
61591,INFRATEMPORAL APPROACH/SKULL,3
61592,ORBITOCRANIAL APPROACH/SKULL,3
61595,TRANSTEMPORAL APPROACH/SKULL,3
61596,TRANSCOCHLEAR APPROACH/SKULL,3
61597,TRANSCONDYLAR APPROACH/SKULL,3
61598,TRANSPETROSAL APPROACH/SKULL,3
61600,RESECT/EXCISE CRANIAL LESION,3
61601,RESECT/EXCISE CRANIAL LESION,3
61605,RESECT/EXCISE CRANIAL LESION,3
61606,RESECT/EXCISE CRANIAL LESION,3
61607,RESECT/EXCISE CRANIAL LESION,3
61608,RESECT/EXCISE CRANIAL LESION,3
61610,TRANSECT ARTERY SINUS,3
61611,TRANSECT ARTERY SINUS,3
61612,TRANSECT ARTERY SINUS,3
61613,REMOVE ANEURYSM SINUS,3
61615,RESECT/EXCISE LESION SKULL,3
61616,RESECT/EXCISE LESION SKULL,3
61618,REPAIR DURA,3
61619,REPAIR DURA,3
61623,ENDOVASC TEMPORY VESSEL OCCL,3
61624,TRANSCATH OCCLUSION CNS,3
61626,TRANSCATH OCCLUSION NON-CNS,3
61630,INTRACRANIAL ANGIOPLASTY,3
61635,INTRACRAN ANGIOPLSTY W/STENT,3
61640,DILATE IC VASOSPASM INIT,3
61641,DILATE IC VASOSPASM ADD-ON,3
61642,DILATE IC VASOSPASM ADD-ON,3
61645,PERQ ART M-THROMBECT &/NFS,3
61650,EVASC PRLNG ADMN RX AGNT 1ST,3
61651,EVASC PRLNG ADMN RX AGNT ADD,3
61680,INTRACRANIAL VESSEL SURGERY,3
61682,INTRACRANIAL VESSEL SURGERY,3
61684,INTRACRANIAL VESSEL SURGERY,3
61686,INTRACRANIAL VESSEL SURGERY,3
61690,INTRACRANIAL VESSEL SURGERY,3
61692,INTRACRANIAL VESSEL SURGERY,3
61697,BRAIN ANEURYSM REPR COMPLX,3
61698,BRAIN ANEURYSM REPR COMPLX,3
61700,BRAIN ANEURYSM REPR SIMPLE,3
61702,INNER SKULL VESSEL SURGERY,3
61703,CLAMP NECK ARTERY,3
61705,REVISE CIRCULATION TO HEAD,3
61708,REVISE CIRCULATION TO HEAD,3
61710,REVISE CIRCULATION TO HEAD,3
61711,FUSION OF SKULL ARTERIES,3
61720,INCISE SKULL/BRAIN SURGERY,3
61735,INCISE SKULL/BRAIN SURGERY,3
61750,INCISE SKULL/BRAIN BIOPSY,3
61751,BRAIN BIOPSY W/CT/MR GUIDE,3
61760,IMPLANT BRAIN ELECTRODES,3
61770,INCISE SKULL FOR TREATMENT,3
61781,SCAN PROC CRANIAL INTRA,3
61782,SCAN PROC CRANIAL EXTRA,3
61783,SCAN PROC SPINAL,3
61790,TREAT TRIGEMINAL NERVE,3
61791,TREAT TRIGEMINAL TRACT,3
61796,SRS CRANIAL LESION SIMPLE,3
61797,SRS CRAN LES SIMPLE ADDL,3
61798,SRS CRANIAL LESION COMPLEX,3
61799,SRS CRAN LES COMPLEX ADDL,3
61800,APPLY SRS HEADFRAME ADD-ON,3
61850,IMPLANT NEUROELECTRODES,3
61860,IMPLANT NEUROELECTRODES,3
61863,IMPLANT NEUROELECTRODE,3
61864,IMPLANT NEUROELECTRDE ADDL,3
61867,IMPLANT NEUROELECTRODE,3
61868,IMPLANT NEUROELECTRDE ADDL,3
61870,IMPLANT NEUROELECTRODES,3
61880,REVISE/REMOVE NEUROELECTRODE,3
61885,INSRT/REDO NEUROSTIM 1 ARRAY,3
61886,IMPLANT NEUROSTIM ARRAYS,3
61888,REVISE/REMOVE NEURORECEIVER,3
62000,TREAT SKULL FRACTURE,3
62005,TREAT SKULL FRACTURE,3
62010,TREATMENT OF HEAD INJURY,3
62100,REPAIR BRAIN FLUID LEAKAGE,3
62115,REDUCTION OF SKULL DEFECT,3
62117,REDUCTION OF SKULL DEFECT,3
62120,REPAIR SKULL CAVITY LESION,3
62121,INCISE SKULL REPAIR,3
62140,REPAIR OF SKULL DEFECT,3
62141,REPAIR OF SKULL DEFECT,3
62142,REMOVE SKULL PLATE/FLAP,3
62143,REPLACE SKULL PLATE/FLAP,3
62145,REPAIR OF SKULL & BRAIN,3
62146,REPAIR OF SKULL WITH GRAFT,3
62147,REPAIR OF SKULL WITH GRAFT,3
62148,RETR BONE FLAP TO FIX SKULL,3
62160,NEUROENDOSCOPY ADD-ON,3
62161,DISSECT BRAIN W/SCOPE,3
62162,REMOVE COLLOID CYST W/SCOPE,3
62163,ZNEUROENDOSCOPY W/FB REMOVAL,3
62164,REMOVE BRAIN TUMOR W/SCOPE,3
62165,REMOVE PITUIT TUMOR W/SCOPE,3
62180,ESTABLISH BRAIN CAVITY SHUNT,3
62190,ESTABLISH BRAIN CAVITY SHUNT,3
62192,ESTABLISH BRAIN CAVITY SHUNT,3
62194,REPLACE/IRRIGATE CATHETER,3
62200,ESTABLISH BRAIN CAVITY SHUNT,3
62201,BRAIN CAVITY SHUNT W/SCOPE,3
62220,ESTABLISH BRAIN CAVITY SHUNT,3
62223,ESTABLISH BRAIN CAVITY SHUNT,3
62225,REPLACE/IRRIGATE CATHETER,3
62230,REPLACE/REVISE BRAIN SHUNT,3
62252,CSF SHUNT REPROGRAM,3
62256,REMOVE BRAIN CAVITY SHUNT,3
62258,REPLACE BRAIN CAVITY SHUNT,3
62263,EPIDURAL LYSIS MULT SESSIONS,3
62264,EPIDURAL LYSIS ON SINGLE DAY,3
62267,INTERDISCAL PERQ ASPIR DX,3
62268,DRAIN SPINAL CORD CYST,3
62269,NEEDLE BIOPSY SPINAL CORD,3
62270,SPINAL FLUID TAP DIAGNOSTIC,3
62272,DRAIN CEREBRO SPINAL FLUID,3
62273,INJECT EPIDURAL PATCH,3
62280,TREAT SPINAL CORD LESION,3
62281,TREAT SPINAL CORD LESION,3
62282,TREAT SPINAL CANAL LESION,3
62284,INJECTION FOR MYELOGRAM,3
62287,PERCUTANEOUS DISKECTOMY,3
62290,NJX PX DISCOGRAPHY LUMBAR,3
62291,NJX PX DISCOGRAPHY CRV/THRC,3
62292,NJX CHEMONUCLEOLYSIS LMBR,3
62294,INJECTION INTO SPINAL ARTERY,3
62302,MYELOGRAPHY LUMBAR INJECTION,3
62303,MYELOGRAPHY LUMBAR INJECTION,3
62304,MYELOGRAPHY LUMBAR INJECTION,3
62305,MYELOGRAPHY LUMBAR INJECTION,3
62320,NJX INTERLAMINAR CRV/THRC,3
62321,NJX INTERLAMINAR CRV/THRC,3
62322,NJX INTERLAMINAR LMBR/SAC,3
62323,NJX INTERLAMINAR LMBR/SAC,3
62324,NJX INTERLAMINAR CRV/THRC,3
62325,NJX INTERLAMINAR CRV/THRC,3
62326,NJX INTERLAMINAR LMBR/SAC,3
62327,NJX INTERLAMINAR LMBR/SAC,3
62350,IMPLANT SPINAL CANAL CATH,3
62351,IMPLANT SPINAL CANAL CATH,3
62355,REMOVE SPINAL CANAL CATHETER,3
62360,INSERT SPINE INFUSION DEVICE,3
62361,IMPLANT SPINE INFUSION PUMP,3
62362,IMPLANT SPINE INFUSION PUMP,3
62365,REMOVE SPINE INFUSION DEVICE,3
62367,ANALYZE SPINE INFUS PUMP,3
62368,ANALYZE SP INF PUMP W/REPROG,3
62369,ANAL SP INF PMP W/REPRG&FILL,3
62370,ANL SP INF PMP W/MDREPRG&FIL,3
62380,NDSC DCMPRN 1 NTRSPC LUMBAR,3
63001,REMOVE SPINE LAMINA 1/2 CRVL,3
63003,REMOVE SPINE LAMINA 1/2 THRC,3
63005,REMOVE SPINE LAMINA 1/2 LMBR,3
63011,REMOVE SPINE LAMINA 1/2 SCRL,3
63012,REMOVE LAMINA/FACETS LUMBAR,3
63015,REMOVE SPINE LAMINA >2 CRVCL,3
63016,REMOVE SPINE LAMINA >2 THRC,3
63017,REMOVE SPINE LAMINA >2 LMBR,3
63020,NECK SPINE DISK SURGERY,3
63030,LOW BACK DISK SURGERY,3
63035,SPINAL DISK SURGERY ADD-ON,3
63040,LAMINOTOMY SINGLE CERVICAL,3
63042,LAMINOTOMY SINGLE LUMBAR,3
63043,LAMINOTOMY ADDL CERVICAL,3
63044,LAMINOTOMY ADDL LUMBAR,3
63045,REMOVE SPINE LAMINA 1 CRVL,3
63046,REMOVE SPINE LAMINA 1 THRC,3
63047,REMOVE SPINE LAMINA 1 LMBR,3
63048,REMOVE SPINAL LAMINA ADD-ON,3
63050,CERVICAL LAMINOPLSTY 2/> SEG,3
63051,C-LAMINOPLASTY W/GRAFT/PLATE,3
63055,DECOMPRESS SPINAL CORD THRC,3
63056,DECOMPRESS SPINAL CORD LMBR,3
63057,DECOMPRESS SPINE CORD ADD-ON,3
63064,DECOMPRESS SPINAL CORD THRC,3
